"","Place","Name","Grade","School","Prelims_Time","Finals_Time","Points","Exhibition","DQ","Event","State","Division"
"813",4,"Mia Latimer","FR","Cincinnati Country Day","52.22","51.70",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"814",5,"Kaylee Nagel","JR","Napoleon","51.35","52.21",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"815",6,"Brienne Trumpower","FR","Ontario","53.39","52.47",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"816",7,"Meggie Voigt","SR","Bryan","51.92","52.64",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"817",8,"Ella Gilson","JR","Gates Mills Hawken","52.20","52.65",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"818",9,"Maja Miedza","SR","Bay Village Bay","53.63","53.18",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"819",10,"Grace Ramirez","JR","Cincinnati Country Day","52.94","53.33",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"820",11,"Hannah Hardin","FR","Granville","53.35","53.42",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"821",11,"Tiana Mescher","FR","Versailles","53.68","53.42",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"822",13,"Corinne Kieser","SO","Cincinnati Seven Hills","53.50","53.54",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"823",14,"Chloe Katz","JR","Gates Mills Hawken","53.43","53.87",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"824",15,"Rachel Clark","SR","Gates Mills Hawken","53.49","54.04",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"825",15,"Kenzie Conn","SR","Celina","53.13","54.04",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"826",17,"Jocelyn Spanbauer","SR","Cincinnati Seven Hills","52.67","54.06",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"827",18,"Lucie Morris","JR","New Madison Tri Village","53.26","54.19",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"828",19,"Grace Valenza","SR","Gates Mills Gilmour Academy","53.79","54.71",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"829",20,"Troie Grubbs","SO","Galion","53.77","54.95",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"830",21,"Taplin Seelbach","FR","Shaker Hts Hathaway Brown","54.03","55.09",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"831",22,"Ashley Chase","FR","Chesterland West Geauga","53.50","55.24",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"832",23,"Kristen Belden","FR","Canton Central Catholic","54.08","55.44",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"833",1,"Will Rose","SR","Alliance","44.75","44.44",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"834",2,"Aiden Morris","SR","Rocky River","46.31","46.23",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"835",3,"Pierce Katai","SR","Dayton Miami Valley","46.86","46.64",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"836",4,"Matt Brunsky","JR","Vandalia Butler","47.07","46.82",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"837",5,"David Kreis","JR","Fairview Park Fairview","47.53","47.51",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"838",6,"Colin Savage","SR","Hunting Valley University Scho","47.81","47.85",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"839",7,"Evan Blazer","FR","Springfield Kenton Ridge","48.03","48.27",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"840",8,"Branden Arredondo","SR","Wauseon","48.32","48.52",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"841",9,"Jordan Davis","SO","Wilmington","48.36","47.72",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"842",10,"Logan Ottke","FR","Cinci Hills Christian Academy","48.73","48.35",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"843",11,"Devin Edwards","SR","Cincinnati Indian Hill","49.03","49.04",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"844",12,"Nick Bulas","SR","Cincinnati Indian Hill","48.76","49.08",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"845",13,"Benjamin Litle","SR","Granville","49.06","49.22",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"846",14,"Dan Gyurke","JR","Sandusky St Mary Central Cath","48.97","49.23",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"847",15,"Andrew Hathaway","SR","Lexington","48.89","49.24",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"848",16,"Matthew Peckman","SR","Canfield","48.84","49.26",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"849",1,"Will Rose","SR","Alliance","45.31","44.75",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"850",2,"Aiden Morris","SR","Rocky River","46.67","46.31",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"851",3,"Pierce Katai","SR","Dayton Miami Valley","46.59","46.86",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"852",4,"Matt Brunsky","JR","Vandalia Butler","46.62","47.07",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"853",5,"David Kreis","JR","Fairview Park Fairview","47.79","47.53",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"854",6,"Colin Savage","SR","Hunting Valley University Scho","47.62","47.81",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"855",7,"Evan Blazer","FR","Springfield Kenton Ridge","48.34","48.03",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"856",8,"Branden Arredondo","SR","Wauseon","48.07","48.32",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"857",9,"Jordan Davis","SO","Wilmington","47.99","48.36",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"858",10,"Logan Ottke","FR","Cinci Hills Christian Academy","48.53","48.73",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"859",11,"Nick Bulas","SR","Cincinnati Indian Hill","48.94","48.76",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"860",12,"Matthew Peckman","SR","Canfield","48.93","48.84",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"861",13,"Andrew Hathaway","SR","Lexington","48.98","48.89",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"862",14,"Dan Gyurke","JR","Sandusky St Mary Central Cath","48.98","48.97",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"863",15,"Devin Edwards","SR","Cincinnati Indian Hill","48.70","49.03",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"864",16,"Benjamin Litle","SR","Granville","48.66","49.06",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"865",17,"Bailey Parsons","SO","Ashland","48.53","49.26",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"866",18,"Samuel Hwang","FR","Middletown Bishop Fenwick","48.87","49.35",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"867",19,"Brady Horgan","JR","Cincii Archbishop McNicholas","48.75","49.44",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"868",20,"Andrew Riser","JR","Youngstown Liberty","49.07","49.50",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"869",21,"Nate Metzger","JR","Wapakoneta","48.86","49.57",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"870",22,"Alex Honigford","FR","Wapakoneta","47.99","49.68",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"871",23,"William Mennone","SR","Cincinnati Wyoming","49.00","49.88",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"872",24,"Jarrett Bolinger","SR","Martins Ferry","49.17","50.25",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 2"
"873",NA,NA,NA,"Jennifer Hooker","4:42.61","4:42.61",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"874",1,"Tori Culotta","SO","Gates Mills Hawken","4:55.87","4:52.11",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"875",2,"Sylvia Stewart-Bates","SR","Gates Mills Hawken","4:58.54","4:56.14",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"876",3,"Claire Pophal","JR","Gates Mills Hawken","4:57.25","4:56.17",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"877",4,"Julia Johnson","SR","Gates Mills Hawken","5:00.06","4:58.90",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"878",5,"Audrey Conley","SO","Waynesville","4:58.64","5:03.48",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"879",6,"Mikaela Elliott","SR","Cincinnati Wyoming","5:03.03","5:05.11",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"880",7,"Kaley Ream","SO","Kirtland","5:03.63","5:07.50",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"881",8,"Meredith Stewart","FR","Shaker Hts Hathaway Brown","5:03.19","5:12.05",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"882",9,"Brooke Schuette","SR","Wauseon","5:04.68","5:04.14",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"883",10,"Jillian Rice","SR","Cincinnati Indian Hill","5:09.46","5:08.42",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"884",11,"Grace Barnhart","SO","Fairfield Christian Academy","5:11.27","5:08.70",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"885",12,"Julia Quinn","JR","Dayton Carroll","5:09.33","5:09.02",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"886",13,"Stephanie Tropper","JR","Shaker Hts Hathaway Brown","5:11.78","5:12.99",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"887",14,"Baila Bugara","SO","Alliance Marlington","5:15.45","5:13.80",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"888",15,"Sonia Bowers","JR","Baltimore LIberty Union","5:14.51","5:14.24",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"889",16,"Emma Canode","JR","Copley","5:15.45","5:16.44",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"890",NA,NA,NA,"Jennifer Hooker","4:42.61","4:42.61",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"891",1,"Tori Culotta","SO","Gates Mills Hawken","5:00.12","4:55.87",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"892",2,"Claire Pophal","JR","Gates Mills Hawken","5:03.60","4:57.25",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"893",3,"Sylvia Stewart-Bates","SR","Gates Mills Hawken","5:02.71","4:58.54",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"894",4,"Audrey Conley","SO","Waynesville","4:58.78","4:58.64",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"895",5,"Julia Johnson","SR","Gates Mills Hawken","5:05.84","5:00.06",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"896",6,"Mikaela Elliott","SR","Cincinnati Wyoming","5:03.26","5:03.03",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"897",7,"Meredith Stewart","FR","Shaker Hts Hathaway Brown","5:07.19","5:03.19",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"898",8,"Kaley Ream","SO","Kirtland","5:03.40","5:03.63",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"899",9,"Brooke Schuette","SR","Wauseon","5:03.35","5:04.68",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"900",10,"Julia Quinn","JR","Dayton Carroll","5:06.59","5:09.33",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"901",11,"Jillian Rice","SR","Cincinnati Indian Hill","5:04.76","5:09.46",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"902",12,"Grace Barnhart","SO","Fairfield Christian Academy","5:08.91","5:11.27",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"903",13,"Stephanie Tropper","JR","Shaker Hts Hathaway Brown","5:17.27","5:11.78",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"904",14,"Sonia Bowers","JR","Baltimore LIberty Union","5:09.86","5:14.51",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"905",15,"Emma Canode","JR","Copley","5:16.18","5:15.45",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"906",15,"Baila Bugara","SO","Alliance Marlington","5:17.78","5:15.45",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"907",17,"Maggie Marody","JR","St Clairsville","5:12.82","5:15.47",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"908",18,"Devyn Olson","SO","Waynesville","5:14.82","5:16.69",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"909",19,"Ava Tenhundfeld","FR","Kettering Archbishop Alter","5:16.73","5:17.95",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"910",20,"Dorian Miller","SR","Cincinnati Wyoming","5:19.20","5:18.51",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"911",21,"Libby Spera","SR","Cincinnati Wyoming","5:15.98","5:18.63",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"912",22,"Elizabeth Bonnell","SR","Cincinnati Mariemont","5:16.22","5:18.82",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"913",23,"Mackenzie Heidkamp","JR","Cleves Taylor","5:16.68","5:23.53",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"914",24,"Brittany Boysel","SR","Napoleon","5:19.18","5:25.79",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 2"
"915",NA,NA,NA,"Grant House","4:19.15","4:19.15",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"916",1,"Charlie Clark","SR","Sandusky Perkins","4:26.20","4:26.94",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"917",2,"Sam Campbell","SO","Dayton Oakwood","4:30.98","4:34.15",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"918",3,"Will Taylor","SR","Cincinnati Indian Hill","4:38.88","4:39.61",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"919",4,"Michael Butler","JR","Gates Mills Hawken","4:39.86","4:41.14",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"920",5,"Lucas Lane","FR","Dover","4:41.46","4:41.98",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"921",6,"Jonah Karschnik","JR","Williamsburg","4:41.16","4:43.27",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"922",7,"Josh Pearson","SR","Cincinnati Indian Hill","4:39.97","4:44.71",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"923",8,"Will Dietz","SO","Gates Mills Hawken","4:42.14","4:44.88",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"924",9,"Kellen Rigg","SO","Bryan","4:43.37","4:45.13",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"925",10,"Lucas Greenberg","SO","Gates Mills Hawken","4:53.24","4:50.49",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"926",11,"Preston Troyer","SO","Xenia Legacy Christian","4:52.45","4:50.89",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"927",12,"Carter Faulkner","SR","Hunting Valley University Scho","4:52.13","4:52.34",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"928",13,"Andrew Scherer","SO","Wauseon","4:51.71","4:55.29",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"929",14,"Judah Ben Winchester","FR","Union City Mississinawa Valley","4:53.59","4:55.82",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"930",15,"Hunter Hayberger","SR","Sandusky","4:53.91","4:56.19",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"931",16,"Phillip Miller","SR","Cincii Archbishop McNicholas","4:52.99","4:56.94",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"932",NA,NA,NA,"Grant House","4:19.15","4:19.15",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"933",1,"Charlie Clark","SR","Sandusky Perkins","4:27.98","4:26.20",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"934",2,"Sam Campbell","SO","Dayton Oakwood","4:35.66","4:30.98",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"935",3,"Will Taylor","SR","Cincinnati Indian Hill","4:39.87","4:38.88",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"936",4,"Michael Butler","JR","Gates Mills Hawken","4:48.03","4:39.86",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"937",5,"Josh Pearson","SR","Cincinnati Indian Hill","4:45.62","4:39.97",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"938",6,"Jonah Karschnik","JR","Williamsburg","4:46.64","4:41.16",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"939",7,"Lucas Lane","FR","Dover","4:40.52","4:41.46",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"940",8,"Will Dietz","SO","Gates Mills Hawken","4:48.84","4:42.14",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"941",9,"Kellen Rigg","SO","Bryan","4:44.16","4:43.37",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"942",10,"Andrew Scherer","SO","Wauseon","4:54.84","4:51.71",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"943",11,"Carter Faulkner","SR","Hunting Valley University Scho","4:51.58","4:52.13",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"944",12,"Preston Troyer","SO","Xenia Legacy Christian","4:46.82","4:52.45",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"945",13,"Phillip Miller","SR","Cincii Archbishop McNicholas","4:53.09","4:52.99",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"946",14,"Lucas Greenberg","SO","Gates Mills Hawken","4:54.57","4:53.24",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"947",15,"Judah Ben Winchester","FR","Union City Mississinawa Valley","4:57.87","4:53.59",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"948",16,"Hunter Hayberger","SR","Sandusky","4:50.34","4:53.91",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"949",17,"Lucas Starling","SO","Lexington","4:55.16","4:55.55",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"950",18,"Lachlan Koenen","JR","Chardon","4:56.21","4:55.90",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"951",19,"Jadon Wyant","JR","Lexington","4:53.87","4:56.00",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"952",20,"Ben Dunham","FR","Marion Pleasant","4:56.70","4:56.35",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"953",21,"Heath Thomas","JR","Columbus Wellington School","4:57.57","4:57.78",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"954",22,"David Ricci","JR","Gates Mills Hawken","4:58.85","4:58.51",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"955",23,"Calvin Price","SO","Pemberville Eastwood","4:58.46","5:03.20",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"956",24,"Levi Spring","SR","Napoleon","4:56.99","5:03.43",NA,0,0,"Boys 500 Yard Freestyle","OH"," Division 2"
"957",NA,NA,NA,"North Canton Hoover","1:32.35","1:32.35",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"958",1,NA,NA,"Gates Mills Hawken","1:35.56","1:34.43",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"959",2,NA,NA,"Shaker Hts Hathaway Brown","1:37.28","1:35.24",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"960",3,NA,NA,"Columbus School for Girls","1:37.16","1:36.99",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"961",4,NA,NA,"Cincinnati Seven Hills","1:37.89","1:38.08",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"962",5,NA,NA,"Ontario","1:39.75","1:39.67",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"963",6,NA,NA,"Cincinnati Indian Hill","1:39.28","1:39.98",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"964",7,NA,NA,"Gates Mills Gilmour Academy","1:39.85","1:40.30",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"965",8,NA,NA,"Bryan","1:39.86","1:40.55",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"966",9,NA,NA,"Oak Harbor","1:40.79","1:40.79",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"967",10,NA,NA,"Cincinnati Wyoming","1:41.04","1:40.80",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"968",11,NA,NA,"Granville","1:41.91","1:40.95",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"969",12,NA,NA,"Bay Village Bay","1:41.30","1:41.23",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"970",13,NA,NA,"Shelby","1:41.21","1:41.72",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"971",14,NA,NA,"Grandview Heights","1:41.79","1:41.86",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"972",15,NA,NA,"Wauseon","1:41.76","1:42.46",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"973",16,NA,NA,"Ada","1:41.67","1:43.12",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"974",NA,NA,NA,"North Canton Hoover","1:32.35","1:32.35",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"975",1,NA,NA,"Gates Mills Hawken","1:35.66","1:35.56",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"976",2,NA,NA,"Columbus School for Girls","1:38.89","1:37.16",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"977",3,NA,NA,"Shaker Hts Hathaway Brown","1:35.41","1:37.28",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"978",4,NA,NA,"Cincinnati Seven Hills","1:38.03","1:37.89",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"979",5,NA,NA,"Cincinnati Indian Hill","1:38.34","1:39.28",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"980",6,NA,NA,"Ontario","1:40.02","1:39.75",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"981",7,NA,NA,"Gates Mills Gilmour Academy","1:41.09","1:39.85",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"982",8,NA,NA,"Bryan","1:41.00","1:39.86",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"983",9,NA,NA,"Oak Harbor","1:40.04","1:40.79",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"984",10,NA,NA,"Cincinnati Wyoming","1:41.46","1:41.04",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"985",11,NA,NA,"Shelby","1:40.99","1:41.21",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"986",12,NA,NA,"Bay Village Bay","1:41.29","1:41.30",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"987",13,NA,NA,"Ada","1:41.05","1:41.67",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"988",14,NA,NA,"Wauseon","1:41.19","1:41.76",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"989",15,NA,NA,"Grandview Heights","1:41.14","1:41.79",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"990",16,NA,NA,"Granville","1:41.03","1:41.91",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"991",17,NA,NA,"Waynesville","1:41.45","1:42.26",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"992",18,NA,NA,"Ottawa Glandorf","1:40.65","1:42.40",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"993",19,NA,NA,"No Robinson Colonel Crawford","1:41.78","1:43.12",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"994",20,NA,NA,"Cleveland Heights Beaumont","1:43.23","1:43.34",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"995",21,NA,NA,"Copley","1:43.24","1:43.88",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"996",22,NA,NA,"New Bremen","1:42.90","1:44.01",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"997",23,NA,NA,"Port Clinton","1:42.70","1:44.76",NA,0,0,"Girls 200 Yard Freestyle Relay","OH"," Division 2"
"998",NA,NA,NA,"Ouachita Baptist Univ.","1:20.79","1:20.79",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"999",1,NA,NA,"Cincinnati Indian Hill","1:26.04","1:26.02",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1000",2,NA,NA,"Chagrin Falls","1:26.96","1:26.43",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1001",3,NA,NA,"Hunting Valley University Scho","1:27.69","1:27.05",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1002",4,NA,NA,"Wapakoneta","1:29.03","1:28.54",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1003",5,NA,NA,"Lima Shawnee","1:29.04","1:28.56",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1004",6,NA,NA,"Rocky River","1:28.52","1:29.23",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1005",7,NA,NA,"Lexington","1:29.36","1:29.37",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1006",8,NA,NA,"Cincinnati Seven Hills","1:29.52","1:29.55",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1007",9,NA,NA,"Gates Mills Hawken","1:30.32","1:29.17",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1008",10,NA,NA,"Canfield","1:30.01","1:29.61",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1009",11,NA,NA,"Sandusky Perkins","1:29.68","1:29.92",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1010",12,NA,NA,"Granville","1:29.65","1:30.11",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
"1011",13,NA,NA,"Springfield Kenton Ridge","1:30.47","1:30.16",NA,0,0,"Boys 200 Yard Freestyle Relay","OH"," Division 2"
